accelX,accelY,accelZ,magX,magY,magZ,gyroX,gyroY,gyroZ
-711,454,-1372,161,257,313,10431,2347,18106
-208,627,-1625,161,257,313,9436,6889,17459
-634,-998,-3559,161,257,313,7023,10988,12535
-2979,129,-1293,161,257,313,5802,2070,5669
-751,-989,-1596,161,257,313,199,804,-5611
119,-1110,-1389,161,257,313,-3892,2448,-4011
-623,-1576,-1571,161,257,313,-1725,1005,1592
-425,-980,-1612,161,257,313,-1318,-55,1703
-486,-785,-1959,161,257,313,-4322,-1832,1654
-829,-717,-2288,161,257,313,-3209,-3639,918
-961,-524,-2354,161,257,313,-1522,-1888,730
-794,-496,-2193,161,257,313,-2503,1655,1137
-887,-592,-1908,161,257,313,2606,-2174,445
-815,-689,-1842,161,257,313,3852,-3475,-127
-1289,-1045,-1724,161,257,313,3914,382,-2160
-228,-968,-1535,161,257,313,4295,-1273,-2978
-702,-1162,-1521,161,257,313,4125,-3352,-783
-1304,-1435,-2176,161,257,313,2730,-5351,-90
-648,-1960,-1518,161,257,313,5823,-6753,-147
97,-1984,863,161,257,313,3451,-104,7561
-469,-1169,138,161,257,313,-11523,269,12530
1502,73,-387,161,257,313,-13712,-1712,15823
511,1863,1142,161,257,313,-13051,9818,18731
-55,1286,-826,161,257,313,-30300,6877,15757
1264,616,548,161,257,313,-29605,18122,25067
-766,5891,-1156,161,257,313,-13138,-27343,7479
-663,4369,-898,161,257,313,-4479,-26471,7992
3218,526,232,161,257,313,-3899,-9991,-1268
-3588,2109,1565,161,257,313,-2248,-14373,7278
631,2315,-2942,161,257,313,-5950,-3836,7813
-410,2005,382,161,257,313,914,-4487,655
-1386,3204,-203,161,257,313,4180,-466,-3384
-1528,2689,-2969,161,257,313,5157,4131,-2158
-798,2596,-765,161,257,313,-375,-3116,-153
226,3157,-274,161,257,313,3361,3081,2876
974,2338,-866,161,257,313,7721,9531,2283
860,1256,-894,161,257,313,11259,12788,1287
838,1976,-2656,161,257,313,10715,15046,9228
902,956,-2137,161,257,313,9875,4579,4795
946,1381,-1849,161,257,313,5454,-413,-976
547,935,-1263,161,257,313,2334,-2119,-3000
-92,1863,-1066,161,257,313,672,-4578,689
1265,2001,-1350,161,257,313,3820,-1248,4739
1642,1693,-1763,161,257,313,6669,1935,1014
543,937,-1482,161,257,313,5508,2239,-5297
-655,653,-2430,161,257,313,4108,697,-6169
-1065,876,-2539,161,257,313,2532,-6713,-3698
172,1047,-2597,161,257,313,-2601,-12071,-163
-946,761,730,161,257,313,-1022,-6242,-1604
-157,2290,-997,161,257,313,4307,-497,-714
70,1618,-978,161,257,313,4024,0,-807
203,2054,7,161,257,313,2716,2164,-3153
29,1641,-575,161,257,313,-6800,-2960,-3205
-1153,909,-2464,161,257,313,-4270,-3205,-5679
-78,147,-2903,161,257,313,1345,5138,-3477
-83,1053,-1617,161,257,313,3585,4926,-3030
-92,1113,-2660,161,257,313,4711,5738,-4427
55,602,-2384,161,257,313,8306,6809,-4347
-54,355,-2143,161,257,313,8343,5430,-4392
40,177,-2005,161,257,313,6303,4291,-4917
29,334,-2256,161,257,313,5208,5005,-5591
117,176,-2337,161,257,313,5403,5091,-5821
-142,162,-2343,161,257,313,4975,3401,-6140
728,234,-1752,161,257,313,5518,4671,-7736
690,89,-2657,161,257,313,9359,7978,-9020
678,-694,-1854,161,257,313,6282,4313,-4947
357,-121,-2045,161,257,313,-1023,2495,-3014
613,16,-2207,161,257,313,-189,1447,-6238
623,-140,-1976,161,257,313,357,-1584,-7743
393,-384,-1739,161,257,313,-1410,-2955,-8419
488,-35,-2286,161,257,313,-3685,-1233,-7018
1159,393,-2604,161,257,313,-2945,2682,-6729
1126,-246,-2131,161,257,313,1122,855,-6395
1106,-308,-1994,161,257,313,5572,-575,-4797
824,-166,-1597,161,257,313,303,-3515,-5409
576,367,-1982,161,257,313,-3504,-3160,-4475
234,134,-2318,161,257,313,-3457,-5213,-5226
434,-87,-2152,161,257,313,-1877,-5253,-3408
771,260,-3155,161,257,313,395,-1879,-182
56,471,-2067,161,257,313,1532,-6131,-911
-89,574,-2138,161,257,313,2659,-6390,-3535
10,9,-1810,161,257,313,1478,-5742,-4494
-7,340,-1907,161,257,313,-1800,-3966,-3205
-346,75,-2171,161,257,313,-2064,-597,-2480
-236,199,-2464,161,257,313,-1785,163,-2374
-133,251,-2275,161,257,313,-916,-717,-2828
-157,295,-2064,161,257,313,-1134,-444,-2937
19,397,-2153,161,257,313,-1466,-1321,-3011
-247,269,-2148,161,257,313,1627,-2227,-1860
-349,260,-2085,161,257,313,4304,-2816,-731
-626,-91,-2202,161,257,313,5925,141,-2263
-346,-142,-2097,161,257,313,5971,4276,-2742
37,-14,-1902,161,257,313,-1011,2169,-3336
-168,52,-2303,161,257,313,-2075,2278,-1660
-362,-159,-2136,161,257,313,1872,-254,-582
-528,-302,-2013,161,257,313,349,1225,-1384
-267,471,-1689,161,257,313,-1460,2584,-1772
-371,-229,-2317,161,257,313,-101,1057,-539
184,-211,-2373,161,257,313,1839,-1072,-1269
-71,-219,-1991,161,257,313,-3208,3653,-2517
115,238,-2299,161,257,313,-7725,4042,-5775
-254,392,-1955,161,257,313,-3210,4261,-3924
187,255,-1665,161,257,313,-1466,7778,-3823
292,581,-2513,161,257,313,-481,11827,-5305
704,147,-2459,161,257,313,982,3058,-6331
701,406,-1775,161,257,313,2061,-391,-5942
211,538,-1699,161,257,313,1474,-661,-7396
82,493,-1726,161,257,313,2186,-413,-9959
326,24,-2153,161,257,313,2814,900,-11724
1060,81,-2437,161,257,313,5659,313,-2822
817,69,-2149,161,257,313,5514,-2311,-682
-241,-128,-1768,161,257,313,2610,-4646,-2922
236,161,-1737,161,257,313,2393,500,-2834
25,-37,-1972,161,257,313,540,806,-3129
470,-228,-1861,161,257,313,-652,557,-4743
545,31,-2157,161,257,313,1013,1049,-3124
49,-129,-2074,161,257,313,3902,3146,-1699
659,-294,-2029,161,257,313,3603,5187,-1432
436,-19,-1808,161,257,313,480,887,-2130
422,-127,-1787,161,257,313,-869,-1812,-3308
612,163,-1997,161,257,313,-1480,-3450,-4622
538,-465,-2142,161,257,313,-1067,-6209,-4420
155,24,-2231,161,257,313,-498,-3084,-2758
114,277,-1624,161,257,313,368,911,-1543
585,25,-1974,161,257,313,727,4943,483
410,-108,-1869,161,257,313,-51,1746,313
585,-225,-2017,161,257,313,-852,19,-30
559,44,-2281,161,257,313,-522,-1912,-489
133,-6,-2146,161,257,313,866,-2706,-1972
340,-47,-2371,161,257,313,1458,-1776,-2084
73,-144,-2153,161,257,313,1303,-1608,-1393
166,-280,-2131,161,257,313,123,-280,-912
-132,-422,-1945,161,257,313,-998,-235,-1218
-43,-274,-2107,161,257,313,-2391,2396,-1193
254,-54,-2182,161,257,313,-1491,2136,-1529
241,47,-2238,161,257,313,-570,899,-1683
244,-23,-2258,161,257,313,154,569,-1725
211,-6,-2079,161,257,313,206,-224,-711
163,-65,-1990,161,257,313,198,-89,-808
220,-14,-2123,161,257,313,-19,502,-993
310,-43,-2190,161,257,313,34,1386,-1040
384,-36,-2305,161,257,313,162,1265,-1157
400,-21,-2181,161,257,313,550,-355,-1079
374,-50,-2045,161,257,313,1026,-1620,-1308
240,-229,-2008,161,257,313,1125,-1364,-1209
274,-136,-2068,161,257,313,633,-218,-734
372,-6,-2136,161,257,313,538,544,-537
344,-9,-2151,161,257,313,752,764,-535
349,-72,-2063,161,257,313,700,501,-805
424,-58,-2084,161,257,313,710,-13,-857
514,-97,-2051,161,257,313,985,-887,-700
383,-28,-2130,161,257,313,1047,-1426,-406
396,-8,-1999,161,257,313,1033,-1065,-321
323,-10,-1990,161,257,313,943,-743,-68
350,-37,-1987,161,257,313,618,-496,42
337,7,-2077,161,257,313,412,-577,-34
272,-8,-2143,161,257,313,706,-389,-240
278,-28,-2012,161,257,313,702,37,-202
376,-101,-1994,161,257,313,627,734,-147
402,-216,-1958,161,257,313,481,1119,191
